canonical_url	full_domain	url_id
https://www.medfin.in/m/varicose10?locality_page=locality-listing	www.medfin.in	1889394224503914
https://recruitment.thepanelstation.com/index?cid=PA4L38EYMPNWZSRCZEZA11008V0X1V8XTVBIZ1DJPANKD&lid=6	recruitment.thepanelstation.com	1874623472599061
https://secure.petafrance.com/page/40847/donate/1?locale=fr-FR	secure.petafrance.com	1956015831175452
